,0,1,2,3,4,5
228,1, 38 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38_m_721_et._1896628519,3550000,2 
229,2, 51.7 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_51.7_m_616_et._1946523452,2910000,1
230,3, 76 , 17,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_76_m_1719_et._1873285998,4450000,2
231,4, 86 , 1,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_86_m_19_et._1887090649,5199999,2 
232,3, 65.9 , 3,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_65.9_m_33_et._1869989892,3000000,1 
233,2, 67 , 8,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_67_m_810_et._1935558427,7000000,3 
234,1, 33.5 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_33.5_m_310_et._1943928513,2900000,2
235,1, 32 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32_m_19_et._1895621331,2880000,3 
236,2, 48.5 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_48.5_m_68_et._1946154857,3749000,1 
237,5, 162.5 , 3,https://www.avito.ru/kazan/kvartiry/5-k_kvartira_162.5_m_36_et._1887436755,19999999,4
238,3, 75 , 8,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_75_m_820_et._1876192744,4650000,2
239,0.5, 18 , 1,https://www.avito.ru/kazan/kvartiry/studiya_18_m_110_et._1928329648,1490000,2
240,1, 16 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_16_m_19_et._1886319920,1650000,3
241,3, 84 , 10,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_84_m_1010_et._1918833831,7500000,2 
242,1, 42 , 12,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_42_m_1212_et._1943107377,3650000,2 
243,1, 37 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_37_m_89_et._1890303337,3200000,1
244,1, 32 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32_m_519_et._1920905062,2900000,2
245,2, 55.7 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_55.7_m_610_et._1902165975,4500000,2 
246,0.5, 18 , 1,https://www.avito.ru/kazan/kvartiry/studiya_18_m_110_et._1920017576,1650000,3 
247,1, 35 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35_m_59_et._1941067192,3100000,2 
248,4, 125 , 20,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_125_m_2023_et._1946246655,11300000,3 
249,0.5, 14 , 3,https://www.avito.ru/kazan/kvartiry/studiya_14_m_35_et._1910152908,1130000,1 
250,3, 102 , 5,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_102_m_519_et._1936983303,8340000,2
251,3, 80 , 14,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_80_m_1420_et._1924296537,7800000,2 
252,1, 34 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34_m_710_et._1935231612,4550000,2
253,0.5, 31 , 18,https://www.avito.ru/kazan/kvartiry/studiya_31_m_1820_et._1940760652,2600000,2
254,1, 32 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32_m_319_et._1192826578,2970000,2
255,1, 38 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38_m_110_et._1861886705,2550000,1
256,1, 35.9 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35.9_m_524_et._1946544472,2050000,1
257,0.5, 31 , 14,https://www.avito.ru/kazan/kvartiry/studiya_31_m_1419_et._1919316603,2056000,2
258,1, 19.5 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_19.5_m_29_et._1945080569,1120000,3 
259,3, 100 , 6,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_100_m_67_et._1228137743,13500000,3 
260,1, 51.5 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_51.5_m_720_et._1206398728,7244643,3 
261,3, 73.1 , 19,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_73.1_m_1919_et._1916097964,4456660,2
262,2, 52 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_52_m_49_et._1915065802,4500000,3
263,2, 43 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43_m_45_et._1929736258,3199000,3
264,2, 44 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_44_m_55_et._1897831469,3500000,3
265,0.5, 29 , 18,https://www.avito.ru/kazan/kvartiry/studiya_29_m_1824_et._1946462619,1740000,1
266,3, 89 , 2,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_89_m_25_et._1946157592,6199999,2
267,1, 34 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34_m_710_et._1941880836,3300000,2
268,1, 17 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_17_m_55_et._1916606119,1600000,2
269,1, 41.2 , 15,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_41.2_m_1518_et._1923862375,2450000,1
270,1, 42 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_42_m_719_et._1860539571,4600000,3 
271,2, 79.8 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_79.8_m_410_et._1902750613,7650000,3
272,1, 12 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_12_m_49_et._1933651881,870000,3 
273,4, 75.8 , 4,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_75.8_m_49_et._1930111009,7400000,3 
274,1, 28 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_28_m_33_et._1708330830,2300000,2
275,2, 45 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_45_m_55_et._1945201926,3149000,2 
276,2, 65 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_65_m_1010_et._1934263401,6500000,2 
277,1, 14 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_14_m_45_et._1831563837,590000,2
278,1, 36 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_36_m_210_et._1902507008,3250000,3 
279,1, 39.6 , 13,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_39.6_m_1316_et._1946622222,2385000,1
280,1, 38.9 , 20,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38.9_m_2021_et._1888775647,3637484,2 
281,1, 32 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32_m_44_et._1911165557,2150000,1 
282,2, 49.1 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_49.1_m_29_et._1924330018,4180000,3
283,1, 44 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_44_m_718_et._1896648850,5790000,3 
284,2, 44 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_44_m_33_et._1895031504,3750000,3 
285,2, 42 , 1,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_42_m_15_et._1891411197,2880000,1
286,1, 33 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_33_m_55_et._1818827943,1970000,1
287,1, 36.8 , 12,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_36.8_m_1216_et._1946562289,2370000,1
288,2, 55.2 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_55.2_m_35_et._1824183832,3140311,2
289,4, 180 , 7,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_180_m_77_et._1819773698,27000000,3
290,3, 86 , 2,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_86_m_220_et._1898612640,5600000,3
291,1, 32.9 , 10,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32.9_m_1019_et._1916122706,3385610,2
292,3, 67.2 , 5,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_67.2_m_510_et._1834001914,5200000,3 
293,3, 70.6 , 6,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_70.6_m_619_et._1945937283,3499999,2
294,5, 150 , 19,https://www.avito.ru/kazan/kvartiry/5-k_kvartira_150_m_1920_et._1932134325,15460000,3 
295,1, 17 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_17_m_89_et._1891931862,1390000,2
296,1, 25 , 6,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_25_m_619_et._1946715555,1733940,2
297,2, 45.2 , 19,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_45.2_m_1919_et._1762376250,2990000,2
298,3, 93 , 3,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_93_m_33_et._1941805142,6990000,2 
299,3, 67.8 , 1,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_67.8_m_19_et._1858374413,4700000,3
300,2, 49 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_49_m_55_et._1891060248,3670000,2
301,3, 64.3 , 6,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_64.3_m_69_et._1914631412,4300000,1 
302,2, 70 , 7,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_70_m_710_et._1927480360,6500000,2 
303,1, 24.9 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_24.9_m_59_et._1182967639,943000,3 
304,2, 65.5 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_65.5_m_35_et._1015530976,2200000,2
305,3, 125.6 , 10,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_125.6_m_1010_et._1945557558,7450000,2
306,2, 55.8 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_55.8_m_1011_et._1528393355,4680000,3 
307,2, 54 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54_m_1017_et._1854711709,3750000,2
308,2, 41 , 1,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_41_m_15_et._1949578364,2900000,3 
309,3, 68.5 , 5,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_68.5_m_517_et._1886409177,4130000,2
310,1, 43 , 14,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_43_m_1426_et._1942578325,4100000,3
311,1, 35.2 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35.2_m_817_et._1854310047,2600000,2
312,1, 36.9 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_36.9_m_310_et._1892743336,3200000,2 
313,2, 63 , 9,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_63_m_917_et._1888378690,5550000,2
314,3, 130 , 3,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_130_m_35_et._1881690025,24350000,4
315,1, 51 , 13,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_51_m_1320_et._1924537993,4990000,3 
316,2, 47 , 9,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_47_m_919_et._1854341208,3280000,2
317,1, 29.3 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_29.3_m_717_et._1854670903,2385000,2
318,1, 30.2 , 9,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_30.2_m_919_et._1854330184,2315000,2
319,3, 73.1 , 8,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_73.1_m_819_et._1854404796,4140000,2
320,1, 34 , 9,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34_m_99_et._1941447999,2899000,2 
321,1, 48 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_48_m_55_et._563017564,5280000,3 
322,2, 55 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_55_m_214_et._1867817847,3620000,2 
323,1, 38 , 10,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38_m_1011_et._1924473931,2800000,2
324,1, 48 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_48_m_23_et._1069114045,2800000,2
325,1, 37 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_37_m_19_et._1925149886,2980000,2
326,2, 53.6 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_53.6_m_214_et._1888501904,4100000,2
327,0.5, 32 , 17,https://www.avito.ru/kazan/kvartiry/studiya_32_m_1719_et._1868315544,2250000,2
328,2, 50 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_50_m_69_et._1895931164,3420000,3
329,2, 56.1 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_56.1_m_49_et._1946632438,4300000,2
330,1, 30 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_30_m_45_et._1942516012,2590000,3
331,2, 62 , 7,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_62_m_718_et._1943329584,3780000,1
332,5, 172 , 2,https://www.avito.ru/kazan/kvartiry/5-k_kvartira_172_m_25_et._1818012208,15500000,3 
333,1, 31.5 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_31.5_m_719_et._1787465658,2913650,2
334,2, 57 , 15,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_57_m_1517_et._1900946171,6490000,3 
335,2, 45.9 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_45.9_m_1022_et._1851108782,3760000,2
336,1, 39.4 , 10,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_39.4_m_1010_et._1824800248,4350000,3
337,1, 28 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_28_m_23_et._1784806442,1950000,2
338,0.5, 32.1 , 10,https://www.avito.ru/kazan/kvartiry/studiya_32.1_m_1024_et._1851375990,2810000,2
339,1, 45 , 16,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_45_m_1619_et._1888593436,4474680,2
340,2, 64 , 13,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_64_m_1317_et._1924522450,4699000,2
341,2, 56.3 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_56.3_m_1024_et._1851746260,4390000,2
342,2, 56.9 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_56.9_m_1019_et._1787330277,4500000,2
343,2, 41 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_41_m_55_et._1833477550,2950000,1
344,3, 81.3 , 6,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_81.3_m_617_et._1819257568,6504800,2
345,1, 39.8 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_39.8_m_319_et._1851871555,3500000,2
346,2, 59.8 , 8,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_59.8_m_822_et._1947206089,4950000,2
347,2, 75 , 7,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_75_m_710_et._1866203828,5990000,2 
348,3, 86 , 17,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_86_m_1718_et._1321354904,5700000,2
349,2, 43 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43_m_23_et._1919803182,3150000,2
350,3, 82.5 , 10,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_82.5_m_1010_et._1866005652,7990000,2
351,2, 46 , 7,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_46_m_712_et._1943903608,3590000,1 
352,2, 54.2 , 7,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54.2_m_79_et._1831574034,4250000,2 
353,1, 29 , 15,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_29_m_1519_et._1912286446,2700000,2
354,3, 61 , 2,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_61_m_210_et._1511240113,4490000,2
355,2, 52.6 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_52.6_m_39_et._1791341913,4600000,2 
356,1, 47 , 16,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_47_m_1617_et._1860189245,3500000,1 
357,3, 64 , 3,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_64_m_310_et._1944401255,3999000,2
358,2, 45 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_45_m_55_et._1931905120,3650000,3 
359,4, 86 , 1,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_86_m_110_et._1886121857,9500000,3
360,1, 36 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_36_m_810_et._1886317217,3050000,2 
361,2, 45 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_45_m_35_et._1945836598,3259000,2 
362,2, 48 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_48_m_45_et._1915629524,3300000,2
363,1, 35 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35_m_13_et._1900033066,2600000,2
364,1, 34.6 , 6,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34.6_m_69_et._1891782151,3250000,2
365,1, 47.8 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_47.8_m_55_et._1891289717,3450000,2
366,1, 40 , 19,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_40_m_1920_et._1936931075,4290000,2
367,2, 54.5 , 13,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54.5_m_1319_et._1892667441,4499999,2
368,2, 60 , 17,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_60_m_1717_et._1854890772,4350000,2
369,3, 65.7 , 4,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_65.7_m_49_et._1925065479,4700000,2
370,2, 59 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_59_m_1018_et._1908858030,4782000,2 
371,2, 54.5 , 18,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54.5_m_1819_et._1547552414,5065000,2 
372,1, 42.2 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_42.2_m_518_et._1908095911,3545000,2 
373,3, 72.8 , 14,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_72.8_m_1418_et._1908911082,5896800,2 
374,3, 90 , 12,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_90_m_1216_et._1896175595,8380000,3
375,1, 41.7 , 12,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_41.7_m_1218_et._1908379625,3501960,2 
376,1, 37 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_37_m_810_et._1860158168,3270000,1
377,1, 39 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_39_m_110_et._1860807906,3370000,1 
378,4, 150 , 9,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_150_m_922_et._1888569008,29988888,3 
379,2, 60.4 , 1,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_60.4_m_19_et._1860409895,6100000,1
380,2, 50 , 9,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_50_m_926_et._1922599700,4550000,3
381,1, 40.2 , 12,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_40.2_m_1219_et._1848622844,4500000,2
382,3, 58 , 4,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_58_m_45_et._1915875449,4500000,3 
383,2, 52.5 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_52.5_m_210_et._1778327940,4270000,2
384,2, 43.4 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43.4_m_25_et._1945659092,3350000,2
385,3, 130 , 3,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_130_m_35_et._1881690025,24350000,4
386,1, 34.5 , 11,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34.5_m_1119_et._1895566928,3690000,3 
387,0.5, 28.3 , 12,https://www.avito.ru/kazan/kvartiry/studiya_28.3_m_1219_et._1924646265,3050000,2
388,1, 31.6 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_31.6_m_59_et._1828023064,3370000,3
389,1, 33 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_33_m_15_et._1910825974,2850000,3
390,2, 42 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_42_m_35_et._1856411368,3840000,3 
391,1, 18 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_18_m_55_et._1924250269,1620000,1
392,3, 75 , 9,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_75_m_922_et._1947546414,5700000,3 
393,2, 67 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_67_m_511_et._1764091550,5280000,2
394,1, 31 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_31_m_710_et._1847168949,3100000,2 
395,1, 36 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_36_m_310_et._1911392292,3500000,2
396,2, 42.5 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_42.5_m_33_et._1854144395,2100000,1 
397,2, 46 , 1,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_46_m_19_et._1867662274,3580000,3
398,1, 41 , 11,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_41_m_1121_et._1947921624,3600000,2 
399,2, 41.1 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_41.1_m_45_et._1912416904,3200000,1
400,1, 35 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35_m_55_et._1910651693,2720000,3 
401,2, 104.4 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_104.4_m_217_et._1949472838,7650000,3 
402,1, 32.9 , 6,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32.9_m_619_et._1916016837,3385610,2
403,2, 64 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_64_m_618_et._1928585691,3760000,1
404,2, 54 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54_m_39_et._1724705599,4860000,3
405,1, 37 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_37_m_29_et._1931977417,3290000,2 
406,1, 39 , 12,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_39_m_1219_et._1878790491,4150000,2
407,1, 35 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35_m_310_et._1922535336,3350000,1
408,1, 51 , 13,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_51_m_1320_et._1924537993,4990000,3 
409,2, 43.4 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43.4_m_55_et._1900931147,3680000,1 
410,3, 152 , 19,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_152_m_1923_et._1907129417,18868000,3
411,1, 34 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_34_m_56_et._1895550919,2850000,2
412,1, 31 , 14,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_31_m_1419_et._1832472443,2750000,2
413,3, 72 , 17,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_72_m_1719_et._1937602466,5900000,3
414,2, 56 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_56_m_610_et._1907416135,4500000,2 
415,1, 38.4 , 6,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38.4_m_66_et._1887955750,3600000,1 
416,1, 30 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_30_m_55_et._1933163408,3900000,3
417,2, 43 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43_m_25_et._1914466677,3590000,1
418,1, 29.5 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_29.5_m_819_et._1883690118,3580000,3
419,2, 43 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43_m_25_et._1905637032,3290000,3
420,1, 30 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_30_m_816_et._1910096709,2799000,3 
421,0.5, 37 , 1,https://www.avito.ru/kazan/kvartiry/studiya_37_m_16_et._1917880985,1989998,2
422,1, 47.8 , 5,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_47.8_m_55_et._1891289717,3450000,2
423,1, 45 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_45_m_33_et._1919616128,1920000,2
424,1, 40 , 19,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_40_m_1920_et._1936931075,4290000,2
425,3, 80 , 2,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_80_m_211_et._1898663907,7700000,3 
426,1, 38 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_38_m_718_et._1758409801,3800000,2 
427,1, 43 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_43_m_15_et._1945557765,3350000,2
428,2, 68 , 6,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_68_m_610_et._1913463766,7250000,3
429,1, 50 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_50_m_310_et._1907060826,3900000,2 
430,1, 41.4 , 16,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_41.4_m_1620_et._1912280214,3370000,2
431,2, 64 , 3,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_64_m_310_et._1939660648,5010000,2
432,1, 45 , 3,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_45_m_39_et._1947347598,3420000,2
433,0.5, 22.1 , 2,https://www.avito.ru/kazan/kvartiry/studiya_22.1_m_27_et._1900730939,1976000,1
434,2, 42 , 2,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_42_m_25_et._1947830555,2399000,1
435,2, 46.4 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_46.4_m_45_et._1866161256,3100000,3
436,3, 69 , 4,https://www.avito.ru/kazan/kvartiry/3-k_kvartira_69_m_49_et._1781899891,5500000,3
437,1, 51.2 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_51.2_m_416_et._1558801731,4991000,3 
438,1, 45 , 7,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_45_m_719_et._1930860109,3450000,2
439,0.5, 53 , 9,https://www.avito.ru/kazan/kvartiry/studiya_53_m_922_et._1937441556,7260000,3
440,1, 30 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_30_m_15_et._1912231770,2500000,1
441,2, 44.3 , 4,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_44.3_m_49_et._1780788112,4300000,2 
442,1, 53 , 9,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_53_m_922_et._1902239533,7299000,3
443,0.5, 27 , 2,https://www.avito.ru/kazan/kvartiry/studiya_27_m_23_et._1888811065,1450000,2 
444,1, 12.3 , 8,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_12.3_m_89_et._1935193505,1430000,3 
445,2, 43.5 , 10,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_43.5_m_1016_et._1918324814,3900000,2 
446,1, 35.2 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_35.2_m_23_et._1847609932,2350000,2
447,2, 54 , 5,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_54_m_512_et._1856600293,4030000,2 
448,1, 32.1 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_32.1_m_23_et._1886762151,1750000,2
449,1, 40.5 , 2,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_40.5_m_23_et._1886343285,2000000,2
450,2, 62 , 13,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_62_m_1318_et._1856621449,10690000,3
451,2, 37 , 1,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_37_m_15_et._1899047811,2250000,1
452,4, 122.3 , 5,https://www.avito.ru/kazan/kvartiry/4-k_kvartira_122.3_m_56_et._1937302276,9600000,2 
453,2, 59 , 17,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_59_m_1717_et._1939323700,5890000,3 
454,1, 19 , 1,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_19_m_15_et._1839772738,1100000,1
455,2, 52 , 9,https://www.avito.ru/kazan/kvartiry/2-k_kvartira_52_m_914_et._1858763402,3982500,1 
456,1, 29 , 4,https://www.avito.ru/kazan/kvartiry/1-k_kvartira_29_m_45_et._1760394470,4395000,3
